address,enrolled2012chron,enrolled2012ord,enrolled2012sop,enrolled2012wg,enrolled2013chron,enrolled2013ord,enrolled2013sop,enrolled2013wg,enrolled2014chron,enrolled2014ord,enrolled2014sop,enrolled2014wg,enrolled2015chron,enrolled2015ord,enrolled2015sop,enrolled2015wg,enrolled2016chron,enrolled2016ord,enrolled2016sop,enrolled2016wg,enrolled2017chron,enrolled2017ord,enrolled2017sop,enrolled2017wg,enrolled2018chron,enrolled2018ord,enrolled2018sop,enrolled2018wg,kg,region,webpage
"гр.София,  ул. ""Марин Д.  Христов"", №5",13,42,0,0,14,46,0,1,12,46,0,3,12,45,1,1,7,44,0,0,5,16,0,0,0,0,0,0,ДГ №48 Братя Грим (с яслени групи),Сердика,https://kg.sofia.bg/isodz/dz/11;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Kонстантин Фотинов"", №4",0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 49 ОУ ""Бенито Хуарес"" (полудневна организация)",Подуяне,https://kg.sofia.bg/isodz/dz/390;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Св. Пимен Зографски"", №5",13,38,1,0,5,59,3,0,7,56,0,0,6,58,0,0,9,35,0,0,2,8,0,0,0,0,0,0,ДГ №49 Радост (с яслени групи),Изгрев,https://kg.sofia.bg/isodz/dz/117;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Димитър Манов"", №18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 47 СУ ""Христо Г. Данов"" (полудневна организация)",Триадица,https://kg.sofia.bg/isodz/dz/388;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Симеоново,  ул. ""Kрайречна"", №9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №46 Жива вода - почасова организация,Витоша,https://kg.sofia.bg/isodz/dz/317;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Симеоново,  ул. ""Kрайречна"", №9",9,21,0,1,12,50,0,0,10,50,0,0,8,43,0,1,5,18,0,1,0,2,0,0,0,0,0,0,ДГ №46 Жива вода (с яслени групи),Витоша,https://kg.sofia.bg/isodz/dz/49;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Свети Наум"", №56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,50,0,0,4,17,0,0,0,0,0,0,СДЯ №46 Мики Маус,Лозенец,https://kg.sofia.bg/isodz/dz/254;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Майор Томсън"", №40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,44,0,0,4,20,0,0,0,0,0,0,СДЯ №45 Майор Франк Томпсън,Лозенец,https://kg.sofia.bg/isodz/dz/253;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Пловдив"", №20",0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 45 ОУ ""Kонстантин Величков"" (полудневна организация)",Илинден,https://kg.sofia.bg/isodz/dz/387;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Шумен"" № 2 ",9,21,1,0,10,22,1,0,5,24,1,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №45 Алиса,Сердика,https://kg.sofia.bg/isodz/dz/4;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Бистрица,  ул. ""Тинтява"", №8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,0,0,5,6,0,0,0,0,0,0,СДЯ №44,Панчарево,https://kg.sofia.bg/isodz/dz/267;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Ботунец, ул.""Балкан"" № 14, бл. 12",0,26,0,0,0,32,0,0,0,43,0,0,0,34,0,0,0,28,0,0,0,0,0,0,0,0,0,0,ДГ №44 Калина (с яслени групи),Кремиковци,https://kg.sofia.bg/isodz/dz/71;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Ботунец, ул.""Балкан"" № 14, бл. 12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №44 Калина - почасова организация,Кремиковци,https://kg.sofia.bg/isodz/dz/316;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Георги Измирлиев"" , №20",26,32,3,0,22,37,1,0,28,32,2,1,14,53,0,1,11,14,0,1,0,0,0,0,0,0,0,0,ДГ №43 Талант (с яслени групи),Триадица,https://kg.sofia.bg/isodz/dz/148;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Ген. Липранди"", №5",0,11,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 42 ОУ ""Хаджи Димитър"" (полудневна организация)",Подуяне,https://kg.sofia.bg/isodz/dz/386;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Връбница "" I част ",3,42,1,0,2,52,2,0,4,47,4,0,2,31,0,0,0,48,0,0,0,8,0,0,0,0,0,0,ДГ №42 Чайка (с яслени групи),Връбница,https://kg.sofia.bg/isodz/dz/156;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Мърчаево,  ул. ""Цар Симеон I"", №62",0,5,0,0,0,11,0,0,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №41 Приятели,Витоша,https://kg.sofia.bg/isodz/dz/203;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  жк.Люлин, І микрорайон, ул.""Фортов път"" №1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,78,0,0,6,18,0,0,0,0,0,0,СДЯ №41 Ябълкова градина,Люлин,https://kg.sofia.bg/isodz/dz/265;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Цар Самуил"", №24",0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 41 ОУ ""Св. Патриарх Евтимий"" (полудневна организация)",Триадица,https://kg.sofia.bg/isodz/dz/385;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Люлин-IX м.р., ул. ""Иван Бойчев"", №17",0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 40 СУ ""Луи Пастьор"" (полудневна организация)",Люлин,https://kg.sofia.bg/isodz/dz/384;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Младост-2"", ул. ""Васил Карагьозов"", №6",0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 39 СУ ""Петър Динеков"" (полудневна организация)",Младост,https://kg.sofia.bg/isodz/dz/383;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. ""Кремиковци"" до бл. 30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,2,15,0,0,0,0,0,0,СДЯ №38,Кремиковци,https://kg.sofia.bg/isodz/dz/266;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Люлин-X м.р., ул. ""Луи Пастьор"", №1",0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 37 СУ ""Райна Kнягиня"" (полудневна организация)",Люлин,https://kg.sofia.bg/isodz/dz/382;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Метличина поляна"", № 10",0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №40 Д-р Г. Ангушев - почасова организация,Триадица,https://kg.sofia.bg/isodz/dz/315;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Метличина поляна"", № 10",14,22,3,0,12,22,1,0,16,22,1,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №40 Д-р Г. Ангушев,Триадица,https://kg.sofia.bg/isodz/dz/27;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Овча купел"" - I ",29,50,4,4,26,31,1,5,29,32,2,3,19,42,0,0,6,30,0,3,5,8,0,1,0,0,0,0,ДГ №39 Пролет (с яслени групи),Овча купел,https://kg.sofia.bg/isodz/dz/110;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Св. Никола Нови"", №12",16,41,0,0,5,53,0,0,7,51,0,0,5,54,0,0,10,37,0,0,0,8,0,0,0,0,0,0,ДГ №38 Дора Габе (с яслени групи),Надежда,https://kg.sofia.bg/isodz/dz/40;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Иван Арабаджията"" № 40 ",3,16,1,0,4,49,2,1,4,42,0,0,0,61,0,0,9,41,0,1,3,22,0,0,0,0,0,0,ДГ №36 Пеперуда (с яслени групи),Искър,https://kg.sofia.bg/isodz/dz/103;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Тодор Стоянов"", №15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,49,0,0,5,28,0,1,0,0,0,0,СДЯ №36 Слънчево зайче,Изгрев,https://kg.sofia.bg/isodz/dz/251;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Георги Икономов"", №6",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №35 Щастливо детство - почасова организация,Люлин,https://kg.sofia.bg/isodz/dz/477;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Георги Икономов"", № 6",0,48,1,0,0,48,1,0,0,54,1,0,0,56,0,0,5,29,0,0,5,11,0,0,0,0,0,0,ДГ №35 Щастливо детство (с яслени групи),Люлин,https://kg.sofia.bg/isodz/dz/164;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Орехова гора"", №11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,2,0,10,24,2,0,0,0,0,0,СДЯ №35 Вълшебство,Триадица,https://kg.sofia.bg/isodz/dz/256;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Владимир Трендафилов"", №1",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №34 Брезичка - почасова организация,Изгрев,https://kg.sofia.bg/isodz/dz/314;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Владимир Трендафилов"", №1",11,50,0,0,14,49,2,0,16,49,1,0,15,47,0,0,9,33,0,0,1,7,0,0,0,0,0,0,ДГ №34 Брезичка (с яслени групи),Изгрев,https://kg.sofia.bg/isodz/dz/12;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Белмекен"" № 1 - кв. Павлово ",6,22,3,0,10,57,2,1,7,26,3,0,11,50,0,1,5,20,0,1,5,21,0,0,0,0,0,0,ДГ №37 Вълшебство (с яслени групи),Витоша,https://kg.sofia.bg/isodz/dz/25;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Родопски извор"", №43",1,18,3,0,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 34 ОУ ""Стою Шишков"" (полудневна организация)",Красно село,https://kg.sofia.bg/isodz/dz/381;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. 208 № 17 - II м. р.  ",3,42,6,1,2,49,1,0,0,55,1,0,2,52,0,0,5,28,0,0,1,14,0,0,0,0,0,0,ДГ №31 Люлин (с яслени групи),Люлин,https://kg.sofia.bg/isodz/dz/83;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  бул. ""Цар Борис III"" № 41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,44,0,1,5,23,0,0,0,0,0,0,СДЯ №31 Палавници,Красно село,https://kg.sofia.bg/isodz/dz/244;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Hикола Габровски"", №26",3,16,0,0,8,10,0,0,3,19,0,0,7,8,0,0,8,21,0,2,2,10,0,0,0,0,0,0,ДГ №30 Радецки - сграда 2,Изгрев,https://kg.sofia.bg/isodz/dz/241;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Hикола Габровски"" № 26 ",8,19,0,0,8,11,0,0,6,23,0,1,6,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,ДГ №30 Радецки (с яслени групи),Изгрев,https://kg.sofia.bg/isodz/dz/116;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. 315 - III м. р.  ",1,47,0,0,1,28,0,0,5,50,0,0,2,30,0,0,0,30,0,0,0,10,0,1,0,0,0,0,ДГ №32 Българче (с яслени групи),Люлин,https://kg.sofia.bg/isodz/dz/16;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,   ж.к.""Овча купел"" 2, ул.""Сребърни звънчета"", №4",13,11,1,1,28,27,2,2,21,38,1,7,20,36,0,5,7,16,0,2,5,21,0,1,0,0,0,0,ДГ №33 Сребърни звънчета (с яслени групи),Овча купел,https://kg.sofia.bg/isodz/dz/143;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Тодор Стоянов"", №18",0,41,5,0,0,93,1,0,0,64,0,0,0,64,0,0,0,38,0,0,0,18,0,0,0,0,0,0,ДГ №29 Слънце (с яслени групи),Изгрев,https://kg.sofia.bg/isodz/dz/134;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Раковски"", №20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 29 СУ ""Кузман Шапкарев"" (полудневна организация)",Сердика,https://kg.sofia.bg/isodz/dz/465;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Раковски"", №20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 29 СУ ""Кузман Шапкарев"" (целодневна организация)",Сердика,https://kg.sofia.bg/isodz/dz/379;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Младост 2"",  ул. ""Проф. д-р Васил Златарски"", №8",2,50,1,0,4,59,1,1,7,58,1,1,5,53,0,0,5,35,0,0,4,11,0,0,0,0,0,0,ДГ №28 Ян Бибиян (с яслени групи),Младост,https://kg.sofia.bg/isodz/dz/169;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Христо Белчев"", №41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,0,0,4,18,0,0,0,0,0,0,СДЯ №28,Средец,https://kg.sofia.bg/isodz/dz/243;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Възкресение"", №60",0,7,2,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 28 СУ ""Алеко Kонстантинов"" (полудневна организация)",Красна поляна,https://kg.sofia.bg/isodz/dz/378;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Люлин-VI м.р., ул. ""Полк. Никола Попов"", №4",0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 27 СУ ""Георги Kараславов"" (полудневна организация)",Люлин,https://kg.sofia.bg/isodz/dz/462;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Люлин-VI м.р., ул. ""Полк. Никола Попов"", №4",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 27 СУ ""Георги Kараславов"" (целодневна организация)",Люлин,https://kg.sofia.bg/isodz/dz/377;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Иван Кулин"", №9",5,34,0,1,0,1,0,0,3,28,3,0,2,30,0,0,5,33,0,0,0,13,0,0,0,0,0,0,ДГ №27 Детска китка - сграда ул. Иван Кулин,Надежда,https://kg.sofia.bg/isodz/dz/293;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Възрожденска"", № 19",0,0,0,0,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №27 Детска китка (с яслени групи),Надежда,https://kg.sofia.bg/isodz/dz/32;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.Банкя,  ул.Восток-2, №4",6,19,0,0,0,0,0,0,10,51,0,0,0,0,0,0,10,37,0,0,4,18,0,0,0,0,0,0,ДГ №25 Изворче - сграда 2,Банкя,https://kg.sofia.bg/isodz/dz/274;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.Банкя,  ул. ""П. Д. Петков"", №15",6,22,0,0,12,68,0,0,0,0,0,0,7,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №25 Изворче (с яслени групи),Банкя,https://kg.sofia.bg/isodz/dz/174;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Балканджи Йово"", №22",0,15,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 25 ОУ ""Д-р Петър Берон"" (полудневна организация)",Красно село,https://kg.sofia.bg/isodz/dz/375;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Kумановски бой"", №16",17,38,2,0,5,55,0,0,4,54,1,0,8,48,2,0,10,30,0,0,0,10,0,0,0,0,0,0,ДГ №24 Надежда (с яслени групи),Надежда,https://kg.sofia.bg/isodz/dz/95;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Княжево, ул. ""Кореняците"", №40",1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 26 СУ ""Йордан Йовков"" (целодневна организация)",Витоша,https://kg.sofia.bg/isodz/dz/376;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Младост"" 1, зад блок 40",1,22,0,0,9,29,0,0,7,27,0,0,8,29,0,0,5,30,0,0,5,20,0,0,0,0,0,0,ДГ №26 Калина (с яслени групи),Младост,https://kg.sofia.bg/isodz/dz/198;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул.""Ралица"" №4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,53,0,0,4,11,0,0,0,0,0,0,СДЯ №23 Ралица,Лозенец,https://kg.sofia.bg/isodz/dz/252;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Майор Ю. Гагарин"", №14-16",0,38,1,0,0,26,3,0,0,50,2,0,0,35,3,0,5,20,0,0,0,0,0,0,0,0,0,0,ДГ №23 Здраве (с яслени групи),Изгрев,https://kg.sofia.bg/isodz/dz/56;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. 210 № 27 - II м. р.  ",8,45,3,9,5,51,0,7,8,49,0,3,5,51,0,3,5,20,0,4,0,0,0,0,0,0,0,0,ДГ №22 Великденче (с яслени групи),Люлин,https://kg.sofia.bg/isodz/dz/17;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Бусманци,  ул. ""Крива ливада"", №11А",0,17,0,0,0,25,1,1,0,21,0,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №21 Ежко Бежко (с яслени групи),Искър,https://kg.sofia.bg/isodz/dz/236;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Дружба 1"",  ул.""5016"" № 3",9,36,0,0,5,47,3,0,6,65,3,0,1,84,1,0,12,60,0,0,5,24,0,0,0,0,0,0,ДГ №21 Ежко Бежко - сграда 2,Искър,https://kg.sofia.bg/isodz/dz/6;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Стефан Малинов"", №2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,49,0,0,8,15,0,0,0,0,0,0,СДЯ №21 Бон-Бон,Триадица,https://kg.sofia.bg/isodz/dz/255;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Люботрън"", №12",0,17,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 21 СУ ""Христо Ботев"" (целодневна организация)",Лозенец,https://kg.sofia.bg/isodz/dz/374;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Бесарабия"" № 46 ",0,28,0,0,0,26,4,0,0,32,0,1,0,51,0,0,0,21,0,0,0,0,0,0,0,0,0,0,ДГ №20 Жасминов парк,Подуяне,https://kg.sofia.bg/isodz/dz/48;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Христо Смирненски"", №36",0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №19 Света София - почасова организация,Лозенец,https://kg.sofia.bg/isodz/dz/312;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Христо Смирненски"", №36",8,44,5,1,7,26,0,0,3,25,1,1,10,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №19 Света София,Лозенец,https://kg.sofia.bg/isodz/dz/125;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул.""Цар Иван Асен II"", №66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,ДГ №18 Детски свят - сграда 2,Средец,https://kg.sofia.bg/isodz/dz/479;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  Студентски град, бл. 41A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41,0,0,0,0,0,0,0,0,0,0,ДГ №16 Приказен свят - сграда 2,Студентски,https://kg.sofia.bg/isodz/dz/299;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Яворов"" ул.  ""Алея-II"" № 2",1,45,2,3,1,76,3,2,5,83,3,0,4,27,0,0,3,24,0,0,2,12,0,0,0,0,0,0,ДГ №18 Детски свят (с яслени групи),Средец,https://kg.sofia.bg/isodz/dz/36;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Младост 1"" до бл. 31 ",1,35,1,0,0,54,1,0,1,60,1,0,0,31,0,0,5,43,0,0,0,5,0,0,0,0,0,0,ДГ №17 Мечо Пух (с яслени групи),Младост,https://kg.sofia.bg/isodz/dz/89;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Атанас Манчев"", №1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №16 Приказен свят - почасова организация,Студентски,https://kg.sofia.bg/isodz/dz/311;jsessionid=B61DA1F6877670D965AC9BEF814AC209
" ж.к. ""Яворов"" ул.  ""Алея-II"" № 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №18 Детски свят - почасова организация,Средец,https://kg.sofia.bg/isodz/dz/482;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Атанас Манчев"", №1",14,34,0,0,12,21,2,0,19,53,0,0,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №16 Приказен свят (с яслени групи),Студентски,https://kg.sofia.bg/isodz/dz/106;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Й. Хаджиконстантинов"", №68",0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 15 СУ ""Адам Мицкевич"" (полудневна организация)",Надежда,https://kg.sofia.bg/isodz/dz/372;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Дравски бой"", №7",0,13,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 16 ОУ ""Райко Жинзифов"" (полудневна организация)",Надежда,https://kg.sofia.bg/isodz/dz/373;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Св. Николай Чудотворец"" , №4",6,25,0,0,8,47,0,1,3,53,0,0,2,57,0,0,5,16,0,0,1,24,0,0,0,0,0,0,ДГ №15 Чучулига (с яслени групи),Надежда,https://kg.sofia.bg/isodz/dz/158;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Генерал Чернаев"", №8",0,9,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 14 СУ ""Проф. Асен Златаров"" (полудневна организация)",Сердика,https://kg.sofia.bg/isodz/dz/371;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Боян Дановски"", №3",1,26,3,0,5,51,3,0,4,68,1,0,10,57,0,0,6,28,0,2,0,16,0,0,0,0,0,0,ДГ №12 Лилия (с яслени групи),Студентски,https://kg.sofia.bg/isodz/dz/81;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,   ул. ""Васил Карагьозов"" № 8",14,30,1,0,9,30,0,0,20,42,0,1,8,51,0,0,4,26,0,0,5,15,0,0,0,0,0,0,ДГ №14 Карлсон (с яслени групи),Младост,https://kg.sofia.bg/isodz/dz/74;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Дружба"" I,  ул. 5036 ",5,39,0,0,8,34,5,0,13,50,1,0,6,54,0,0,10,49,0,0,5,29,0,0,0,0,0,0,ДГ №13 Калинка (с яслени групи),Искър,https://kg.sofia.bg/isodz/dz/73;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Проф. арх. Станчо Белковски"", №16",4,45,1,0,7,48,5,0,6,58,1,0,5,57,0,0,5,32,0,1,0,12,0,0,0,0,0,0,ДГ №10 Чебурашка (с яслени групи),Студентски,https://kg.sofia.bg/isodz/dz/172;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Плачк. манастир"", №11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,48,0,0,8,16,0,0,0,0,0,0,СДЯ №12 Бебеландия,Слатина,https://kg.sofia.bg/isodz/dz/248;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Младост-1"", ул. ""Методи Андонов"", №1",0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 10 СУ ""Теодор Траянов"" (полудневна организация)",Младост,https://kg.sofia.bg/isodz/dz/467;jsessionid=B61DA1F6877670D965AC9BEF814AC209
